x1,x2,target
0.1257302210933933,-0.3604401709908981,1
-0.1321048632913019,0.5835341273827435,0
0.6404226504432821,-1.4385226489904384,1
0.10490011715303971,2.118803030729321,0
-0.535669373161111,-1.3420444532864415,1
0.36159505490948474,0.9198072605649881,0
1.3040000451301372,-1.121122678939223,1
0.9470809631292422,1.1508830312317526,1
-0.7037352358069926,-0.3847740266090023,0
-1.2654214710460525,0.15842290716221127,0
-0.6232744625373522,0.05334375570673462,0
0.0413259793472436,1.100734095024795,0
-2.3250307746388343,-0.32154745014292635,0
-0.21879166393254573,-2.9671837099839435,1
-1.2459109472530652,-0.7600587900644338,0
-0.7322673547034516,0.18371232308894828,0
-0.5442589828573099,-0.4404682048702619,0
-0.31630015636915454,0.7698208513207979,0
0.4116305363741328,1.0153269959744686,0
1.0425133694426776,-0.14777180989980965,1
-0.12853466294403426,-1.4896453943825119,1
1.3664634705496859,1.3841651100058967,1
-0.6651946734866135,1.0830535001068178,0
0.3515100700930197,-0.29919113426702376,1
0.9034701816518086,2.1082884113927522,0
0.09401229776087457,-0.3488754600926644,1
-0.7434992493538084,-1.1371197204183754,0
-0.9217253762584194,-0.1558734337510055,0
-0.45772582566733916,1.0778337155057705,0
0.2201951234700494,-0.9374534425425158,1
-1.009618183538736,1.9512250777434486,0
-0.20917557487171307,-0.8965262145720566,1
-0.15922500991447772,0.9544222763812404,0
0.5408455846858077,0.544462374203177,1
0.2146591225063409,-0.15405705958282354,1
0.3553727090399214,1.080532978717757,0
-0.6538286094183394,-1.4997987888681947,1
-0.12961363369276946,1.3575717869331891,0
0.7839754700613295,-0.0636840289702414,1
1.4934311452207607,-0.5424352498635134,1
-1.2590655321041202,0.7491740480400813,0
1.5139237747390626,1.0598990135992437,1
1.3458754237823045,0.7697954306236166,1
0.7813114007004275,1.9995038210449867,0
0.2644556303293035,1.0807260760500983,0
-0.3139228145364278,1.2835066324204059,0
1.4580206835369587,-0.5398639371765148,1
1.9602583164499647,0.10652377706202956,1
1.801634869866125,0.5629825823255228,1
1.31510376473437,-0.017742236703293637,1
0.357380410658956,0.3016352331732358,1
-1.2083186322821715,0.42610476613456866,0
-0.004454133120083229,0.8442439176815353,0
0.6564749350763358,-0.10160889077002393,1
-1.2883614637495544,-0.34979921539188125,0
0.39512206018200824,-0.8283156502165506,1
0.42986369482223,-0.8917323261422714,1
0.6960427239628685,1.172451227346323,1
-1.184117966757189,-0.08452148800245243,0
-0.6617025720390349,0.7869443810905431,0
-0.43643524714322124,-1.297363846342752,1
-1.169801907772864,-1.9381681078391828,0
1.739367877130134,-1.0490912309999634,1
-0.4959107284421519,1.146626967509505,0
0.3289696294602021,1.0680774398324595,0
-0.258572545473924,0.3320386078520851,0
1.5834728788021222,-0.8021701501599596,1
1.3203609870818391,-0.1308026415658544,1
0.6333526228249152,-0.29776047979893233,1
-2.2035098806466507,-0.34497334609531666,0
0.05202897425988651,-2.506069837315632,1
0.6836861907765345,-0.857926385962197,1
1.0039615758421696,-0.19010887568223522,1
-0.6179070447076008,1.5164277898120941,0
1.8220113633283233,0.16074305913174441,1
-1.3204309700132935,1.4008882862628078,0
-0.6615280218152191,-0.39370690875944603,0
0.9350499881140221,-0.2526885812478079,1
0.049054613825311656,-3.899421730054339,1
2.002392583645255,0.463330339207019,1
0.18851919251246557,0.5470956613393337,0
-0.6331940901922267,1.763759069559374,0
-0.37756350523280824,-0.48676121079282914,0
-1.0911461176191954,0.09415415619704649,0
